translation
"{'en': 'GNOME', 'cy': 'GNOME'}"
"{'en': 'Golden\n', 'cy': 'Golden'}"
"{'en': 'Golden\n', 'cy': 'Golden'}"
"{'en': 'Connection', 'cy': '& Lled y llinell:'}"
"{'en': 'Connect\n', 'cy': '& Lled y llinell:'}"
"{'en': 'Connect\n', 'cy': '& Lled y llinell:'}"
"{'en': 'All related', 'cy': ""Pob un sy'n perthyn""}"
"{'en': 'All related\n', 'cy': ""Pob un sy'n perthyn""}"
"{'en': 'All related\n', 'cy': ""Pob un sy'n perthyn""}"
"{'en': 'City of Iowa', 'cy': 'Iowa City'}"
"{'en': 'Iowa City\n', 'cy': 'Iowa City'}"
"{'en': 'Iowa City\n', 'cy': 'Iowa City'}"
"{'en': 'Empty', 'cy': 'Gwag'}"
"{'en': 'Empty\n', 'cy': 'Gwag'}"
"{'en': 'Empty\n', 'cy': 'Gwag'}"
"{'en': 'Decimal', 'cy': 'Degol'}"
"{'en': 'Decimal\n', 'cy': 'Degol'}"
"{'en': 'Decimal\n', 'cy': 'Degol'}"
"{'en': 'Discovery', 'cy': 'Cymylogsky conditions'}"
"{'en': 'Overcast\n', 'cy': 'Cymylogsky conditions'}"
"{'en': 'Overcast\n', 'cy': 'Cymylogsky conditions'}"
"{'en': 'Redness', 'cy': 'Redmond'}"
"{'en': 'Redmond\n', 'cy': 'Redmond'}"
"{'en': 'Redmond\n', 'cy': 'Redmond'}"
"{'en': 'Loading Disc', 'cy': 'Llwyth Disg'}"
"{'en': 'Disk Load\n', 'cy': 'Llwyth Disg'}"
"{'en': 'Disk Load\n', 'cy': 'Llwyth Disg'}"
"{'en': 'Prev', 'cy': 'blaenorol'}"
"{'en': 'preceding\n', 'cy': 'blaenorol'}"
"{'en': 'preceding\n', 'cy': 'blaenorol'}"
"{'en': 'reduce to a minimum', 'cy': 'Dad_leihau'}"
"{'en': 'minimize\n', 'cy': 'Dad_leihau'}"
"{'en': 'minimize\n', 'cy': 'Dad_leihau'}"
"{'en': 'Integrated variable', 'cy': 'Gwerthoedd Sylfaenol'}"
"{'en': 'Builtin Variable\n', 'cy': 'Gwerthoedd Sylfaenol'}"
"{'en': 'Builtin Variable\n', 'cy': 'Gwerthoedd Sylfaenol'}"
"{'en': 'Costs', 'cy': 'Gwefr'}"
"{'en': 'Charge\n', 'cy': 'Gwefr'}"
"{'en': 'Charge\n', 'cy': 'Gwefr'}"
"{'en': 'Riazan', 'cy': 'Henanafrica. kgm'}"
"{'en': 'Ryazan\n', 'cy': 'Henanafrica. kgm'}"
"{'en': 'Ryazan\n', 'cy': 'Henanafrica. kgm'}"
"{'en': 'kcmtodosummary', 'cy': 'Crynodeb Kyswllt'}"
"{'en': 'kcmtodosummary\n', 'cy': 'Crynodeb Kyswllt'}"
"{'en': 'kcmtodosummary\n', 'cy': 'Crynodeb Kyswllt'}"
"{'en': 'Sequoia falls', 'cy': 'Redwood FallsCity in Minnesota, United States'}"
"{'en': 'Redwood Falls\n', 'cy': 'Redwood FallsCity in Minnesota, United States'}"
"{'en': 'Redwood Falls\n', 'cy': 'Redwood FallsCity in Minnesota, United States'}"
"{'en': 'Toolbar style', 'cy': '_Arddull Bar Offer'}"
"{'en': 'Toolbar Style\n', 'cy': '_Arddull Bar Offer'}"
"{'en': 'Toolbar Style\n', 'cy': '_Arddull Bar Offer'}"
"{'en': 'Kitakyushu', 'cy': 'Kitakyushu'}"
"{'en': 'Kitakyushu\n', 'cy': 'Kitakyushu'}"
"{'en': 'Kitakyushu\n', 'cy': 'Kitakyushu'}"
"{'en': 'Fiji dollar', 'cy': 'Doler Ffiji'}"
"{'en': 'Fiji Dollar\n', 'cy': 'Doler Ffiji'}"
"{'en': 'Fiji Dollar\n', 'cy': 'Doler Ffiji'}"
"{'en': 'Mr. Meadville (United States of America)', 'cy': 'Meadville'}"
"{'en': 'Meadville\n', 'cy': 'Meadville'}"
"{'en': 'Meadville\n', 'cy': 'Meadville'}"
"{'en': 'Other tabs', 'cy': 'Cau Tabiau & Eraill'}"
"{'en': 'Other Tabs\n', 'cy': 'Cau Tabiau & Eraill'}"
"{'en': 'Other Tabs\n', 'cy': 'Cau Tabiau & Eraill'}"
"{'en': 'Retalhuleu', 'cy': 'Retalhuleun'}"
"{'en': 'Retalhuleu\n', 'cy': 'Retalhuleun'}"
"{'en': 'Retalhuleu\n', 'cy': 'Retalhuleun'}"
"{'en': 'Penn Yan', 'cy': 'Penn Yan'}"
"{'en': 'Penn Yan\n', 'cy': 'Penn Yan'}"
"{'en': 'Penn Yan\n', 'cy': 'Penn Yan'}"
"{'en': 'Decrease in quality', 'cy': ""Wedi'i Lawrlwytho""}"
"{'en': 'Downgrade\n', 'cy': ""Wedi'i Lawrlwytho""}"
"{'en': 'Downgrade\n', 'cy': ""Wedi'i Lawrlwytho""}"
"{'en': 'Wait', 'cy': 'Aros'}"
"{'en': 'Waiting\n', 'cy': 'Aros'}"
"{'en': 'Waiting\n', 'cy': 'Aros'}"
"{'en': 'Installation', 'cy': 'Sefydlu'}"
"{'en': 'Installing\n', 'cy': 'Sefydlu'}"
"{'en': 'Installing\n', 'cy': 'Sefydlu'}"
"{'en': 'Iquitos', 'cy': 'Iquitos'}"
"{'en': 'Iquitos\n', 'cy': 'Iquitos'}"
"{'en': 'Iquitos\n', 'cy': 'Iquitos'}"
"{'en': 'Shanghai', 'cy': 'Shanghai'}"
"{'en': 'Shanghai\n', 'cy': 'Shanghai'}"
"{'en': 'Shanghai\n', 'cy': 'Shanghai'}"
"{'en': 'Eastern Time', 'cy': 'Eastern Time'}"
"{'en': 'Eastern Time\n', 'cy': 'Eastern Time'}"
"{'en': 'Eastern Time\n', 'cy': 'Eastern Time'}"
"{'en': 'Amman', 'cy': 'AmmanCity name (optional, probably does not need a translation)'}"
"{'en': 'Amman\n', 'cy': 'AmmanCity name (optional, probably does not need a translation)'}"
"{'en': 'Amman\n', 'cy': 'AmmanCity name (optional, probably does not need a translation)'}"
"{'en': 'Eastern Kazakhstan', 'cy': 'Casachstan'}"
"{'en': 'Eastern Kazakhstan\n', 'cy': 'Casachstan'}"
"{'en': 'Eastern Kazakhstan\n', 'cy': 'Casachstan'}"
"{'en': 'Beverly', 'cy': 'Beverly'}"
"{'en': 'Beverly\n', 'cy': 'Beverly'}"
"{'en': 'Beverly\n', 'cy': 'Beverly'}"
"{'en': ""That's right, that's right."", 'cy': 'Wainwright'}"
"{'en': 'Wainwright\n', 'cy': 'Wainwright'}"
"{'en': 'Wainwright\n', 'cy': 'Wainwright'}"
"{'en': 'Atlantic', 'cy': 'Atlantic'}"
"{'en': 'Atlantic\n', 'cy': 'Atlantic'}"
"{'en': 'Atlantic\n', 'cy': 'Atlantic'}"
"{'en': 'Venezuela', 'cy': 'Fenesuela'}"
"{'en': 'Venezuela\n', 'cy': 'Fenesuela'}"
"{'en': 'Venezuela\n', 'cy': 'Fenesuela'}"
